gemeenteId;provincieId;taalCodeProvincieNaam;provincieNaam
491;8;nl;Limburg
491;8;fr;Limbourg
492;8;nl;Limburg
492;8;fr;Limbourg
493;8;nl;Limburg
493;8;fr;Limbourg
494;8;nl;Limburg
494;8;fr;Limbourg
495;8;nl;Limburg
495;8;fr;Limbourg
496;8;nl;Limburg
496;8;fr;Limbourg
497;8;nl;Limburg
497;8;fr;Limbourg
498;8;nl;Limburg
498;8;fr;Limbourg
499;8;nl;Limburg
499;8;fr;Limbourg
500;8;nl;Limburg
500;8;fr;Limbourg
501;8;nl;Limburg
501;8;fr;Limbourg
502;8;nl;Limburg
502;8;fr;Limbourg
503;8;nl;Limburg
503;8;fr;Limbourg
504;8;nl;Limburg
504;8;fr;Limbourg
505;8;nl;Limburg
505;8;fr;Limbourg
506;8;nl;Limburg
506;8;fr;Limbourg
507;8;nl;Limburg
507;8;fr;Limbourg
508;9;nl;Luxemburg
508;9;fr;Luxembourg
509;9;nl;Luxemburg
509;9;fr;Luxembourg
510;9;nl;Luxemburg
510;9;fr;Luxembourg
511;9;nl;Luxemburg
511;9;fr;Luxembourg
512;9;nl;Luxemburg
512;9;fr;Luxembourg
513;9;nl;Luxemburg
513;9;fr;Luxembourg
514;9;nl;Luxemburg
514;9;fr;Luxembourg
515;9;nl;Luxemburg
515;9;fr;Luxembourg
516;9;nl;Luxemburg
516;9;fr;Luxembourg
517;9;nl;Luxemburg
517;9;fr;Luxembourg
518;9;nl;Luxemburg
518;9;fr;Luxembourg
519;9;nl;Luxemburg
519;9;fr;Luxembourg
520;9;nl;Luxemburg
520;9;fr;Luxembourg
521;9;nl;Luxemburg
521;9;fr;Luxembourg
522;9;nl;Luxemburg
522;9;fr;Luxembourg
523;9;nl;Luxemburg
523;9;fr;Luxembourg
524;9;nl;Luxemburg
524;9;fr;Luxembourg
525;9;nl;Luxemburg
525;9;fr;Luxembourg
526;9;nl;Luxemburg
526;9;fr;Luxembourg
527;9;nl;Luxemburg
527;9;fr;Luxembourg
528;9;nl;Luxemburg
528;9;fr;Luxembourg
529;9;nl;Luxemburg
529;9;fr;Luxembourg
530;9;nl;Luxemburg
530;9;fr;Luxembourg
531;9;nl;Luxemburg
531;9;fr;Luxembourg
532;9;nl;Luxemburg
532;9;fr;Luxembourg
533;9;nl;Luxemburg
533;9;fr;Luxembourg
534;9;nl;Luxemburg
534;9;fr;Luxembourg
535;9;nl;Luxemburg
535;9;fr;Luxembourg
536;9;nl;Luxemburg
536;9;fr;Luxembourg
537;9;nl;Luxemburg
537;9;fr;Luxembourg
538;9;nl;Luxemburg
538;9;fr;Luxembourg
539;9;nl;Luxemburg
539;9;fr;Luxembourg
540;9;nl;Luxemburg
540;9;fr;Luxembourg
541;9;nl;Luxemburg
541;9;fr;Luxembourg
542;9;nl;Luxemburg
542;9;fr;Luxembourg
543;9;nl;Luxemburg
543;9;fr;Luxembourg
544;9;nl;Luxemburg
544;9;fr;Luxembourg
545;9;nl;Luxemburg
545;9;fr;Luxembourg
546;9;nl;Luxemburg
546;9;fr;Luxembourg
547;9;nl;Luxemburg
547;9;fr;Luxembourg
548;9;nl;Luxemburg
548;9;fr;Luxembourg
549;9;nl;Luxemburg
549;9;fr;Luxembourg
550;9;nl;Luxemburg
550;9;fr;Luxembourg
551;9;nl;Luxemburg
551;9;fr;Luxembourg
552;10;nl;Namen
552;10;fr;Namur
553;10;nl;Namen
553;10;fr;Namur
554;10;nl;Namen
554;10;fr;Namur
555;10;nl;Namen
555;10;fr;Namur
556;10;nl;Namen
556;10;fr;Namur
557;10;nl;Namen
557;10;fr;Namur
558;10;nl;Namen
558;10;fr;Namur
559;10;nl;Namen
559;10;fr;Namur
560;10;nl;Namen
560;10;fr;Namur
561;10;nl;Namen
561;10;fr;Namur
562;10;nl;Namen
562;10;fr;Namur
563;10;nl;Namen
563;10;fr;Namur
564;10;nl;Namen
564;10;fr;Namur
565;10;nl;Namen
565;10;fr;Namur
566;10;nl;Namen
566;10;fr;Namur
567;10;nl;Namen
567;10;fr;Namur
568;10;nl;Namen
568;10;fr;Namur
569;10;nl;Namen
569;10;fr;Namur
570;10;nl;Namen
570;10;fr;Namur
571;10;nl;Namen
571;10;fr;Namur
572;10;nl;Namen
572;10;fr;Namur
573;10;nl;Namen
573;10;fr;Namur
574;10;nl;Namen
574;10;fr;Namur
575;10;nl;Namen
575;10;fr;Namur
576;10;nl;Namen
576;10;fr;Namur
577;10;nl;Namen
577;10;fr;Namur
578;10;nl;Namen
578;10;fr;Namur
579;10;nl;Namen
579;10;fr;Namur
580;10;nl;Namen
580;10;fr;Namur
581;10;nl;Namen
581;10;fr;Namur
582;10;nl;Namen
582;10;fr;Namur
583;10;nl;Namen
583;10;fr;Namur
584;10;nl;Namen
584;10;fr;Namur
585;10;nl;Namen
585;10;fr;Namur
586;10;nl;Namen
586;10;fr;Namur
587;10;nl;Namen
587;10;fr;Namur
588;10;nl;Namen
588;10;fr;Namur
589;10;nl;Namen
589;10;fr;Namur
590;1;nl;Antwerpen
590;1;fr;Anvers
591;5;nl;Oost-Vlaanderen
591;5;fr;Flandre Orientale
592;5;nl;Oost-Vlaanderen
592;5;fr;Flandre Orientale
593;5;nl;Oost-Vlaanderen
593;5;fr;Flandre Orientale
594;5;nl;Oost-Vlaanderen
594;5;fr;Flandre Orientale
595;8;nl;Limburg
595;8;fr;Limbourg
596;8;nl;Limburg
596;8;fr;Limbourg
